순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
471,9788966804641,7165620,쟁탈전,"29,800원",890원,에밀 졸라 저/조성애 역,지식을만드는지식(지만지),"에밀 졸라(1840~1902)가 발자크의 인간 희극 총서에 자극을 받아서 ≪루공?마카르 총서≫를 기획해 20권의 작품을 남겼는데, 그중 두 번째 소설이다. 소설로 프랑스 제2제정 시대의 사회사를 쓰려 한 졸라의 ‘야심 찬’ 작품으로, ≪루공?마카르 총서≫ 중에서 가장 우수한 작품군으로 분류되며, 주제와 모티프들이 서로 얽혀 있는 졸라의 복잡하고 정교한, 그리고 완벽한 건축물의 좋은 예에 해당한다.",3,국내도서-소설/시/희곡
472,9788984371125,6020303,천사의 부름,"12,150원",670원,기욤 뮈소 저/전미연 역,밝은세상,"기욤 뮈소의 아홉 번째 소설인『천사의 부름』은 작가의 변신을 널리 알리는 작품인 동시에 어떤 소재를 다루든 빼어나게 재미있고, 감동적인 소설을 쓸 수 있는 작가의 재능을 유감없이 보여준 수작이다. 기존에 출간된 그의 소설 중에서 판타지와 스릴러가 가미된 작품은 여럿 있었지만《천사의 부름》만큼 작품 전체를 관통하는 스릴러는 없었다. 이 소설에서 기욤 뮈소는 트레이드마크인 감동 코드를 한층 강화하고, 시종 긴장의 끈을 늦출 수 없게 만드는 스릴러적 요소를 덧붙여 전혀 새로운 스타일의 소설을 선보인다.",1,국내도서-소설/시/희곡
473,9788972433248,43809,무서운 아이들,"4,500원",250원,장 콕토,서문당,,2,국내도서-소설/시/희곡
474,9788937445712,124007271,맛,"15,120원",840원,뮈리엘 바르베리 저/홍서연 역,민음사,"“잊어버린 맛, 내 가장 깊은 곳에 둥지 튼 맛,
내 삶의 황혼에서 말하고 생각해야 하는 
단 하나의 진리인 맛.”

최우수 요리문학 상, 바쿠스 상 수상작
세계에서 가장 사랑받는 동시대 프랑스 작가 뮈리엘 바르베리의 데뷔작

가디언 선정 ‘세계에서 가장 많이 읽힌 작가 5인’ 중 한 명이자 세계에서 가장 사랑받는 동시대 프랑스 작가, 『고슴도치의 우아함』의 작가 뮈리엘 바르베리의 『맛』이 개정된 번역과 새로운 장정으로 민음사에서 출간되었다. 바르베리의 데뷔작이기도 한 이 소설은 최우수 요리문학 상과 바쿠스 상을 받았으며, 십여 개 나라 언어로 번역 출간되었다.

『맛』은 심부전으로 단 이틀만 살 수 있다고 선고받은 세계 최고의 요리 평론가인 화자가 생애 마지막으로 기억 속에서 잊힌 어떤 맛을 찾는 여정을 그린 이야기다. 뮈리엘 바르베리는 이 소설 속에서 ‘음식’과 ‘맛’을 통해 인생, 욕망, 가치의 문제를 아름다운 문체와 철학으로 형상화했다고 인정받았다.",1,국내도서-소설/시/희곡
475,9791164455096,103507861,초판본 야간 비행,"8,820원",490원,앙투안 드 생텍쥐페리 저/윤정임 역,더스토리,"1931년 페미나 문학상 수상,
어린 왕자의 작가 생텍쥐페리의 두 번째 대표작 『야간 비행』
노벨 문학상 수상작가 앙드레 지드의 서문 수록

1931년에 출간된 생텍쥐페리의 두 번째 소설 『야간 비행』은 발표 즉시 독자와 평단의 호평을 받으며 그해 페미나(Femina) 상을 수상했다. 특히 이 작품은 대문호 앙드레 지드의 찬탄으로 더욱 빛을 발했으며 곧 전 세계에 번역되어 1933년에는 영화로도 제작되었다.

생텍쥐페리는 1920년 공군에 입대해 조종사 훈련을 받고 1926년에 프랑스 항공사에 입사한다. 1929년에 아르헨티나 야간 항로 개발에 참여하게 된 그는 당시의 경험을 통대로 이 작품을 탄생시켰다. 상업 항공이 탄생한 1920년대는 교통과 통신 수단이 발전하고 도시화와 개발이 이어졌으며, 인쇄술과 영화를 통한 이미지의 보급이 비약적으로 확대되기 시작했다. 그러한 기술의 발달은 개인의 지각을 변화시켰고, 문명은 현대화를 향해 열려 있었다.",1,국내도서-소설/시/희곡
476,9788972758112,56845308,알퐁스 도데,"11,700원",650원,알퐁스 도데 저/임희근 역,현대문학,"풍자와 유머, 인간미 넘치는 서정적인 글로
야생적인 자연풍광과 정감 어린 인물들을 그린 
인상주의자, 알퐁스 도데

국내에 처음 소개되는 숨은 걸작 「아를라탕의 보물」 수록

생텍쥐페리와 더불어 전 세계적으로 사랑받는 프랑스 작가이자, 양치기의 순수한 사랑을 프로방스의 아름다운 대자연을 통해 표현한 이야기 「별」로 유명한 알퐁스 도데. 그의 대표 단편소설이 현대문학 「세계문학 단편선」 스물아홉 번째 권으로 출간되었다. 「별」 「코르니유 영감의 비밀」 「아를의 여인」 등이 담긴 『풍차 방앗간 편지』 속 서정적인 단편 스물네 편과 국내에 처음 소개되는 숨은 걸작 「아를라탕의 보물」까지 스물다섯 편의 단편소설이 담겨 있다. 

특히 「아를라탕의 보물」은 국내에 초역·출간되는 단편으로 도데의 나이 57세인 1897년에 발표된 것이다. 만년의 도데가 평생 동안 경험하고 깨달은 통찰을 담아 쓴 작품으로 도데 문학의 본령을 느낄 수 있다.",2,국내도서-소설/시/희곡
477,9788984371200,8018946,7년 후,"12,150원",670원,기욤 뮈소 저/임호경 역,밝은세상,"전작 『천사의 부름』으로 로맨스와 스릴러의 매끄러운 결합을 보여준 기욤 뮈소가 이번에는 로맨틱 코미디로 돌아왔다! 2012년 작인 『7년 후』는 프랑스에서 단숨에 아마존 프랑스 베스트셀러 1위에 오르며 기욤 뮈소의 밀리언셀러 퍼레이드에 가세한 작품이다. 

『7년 후』는 아들의 실종사건을 직접 해결하기 위해 갈라선 지 7년 만에 만난 부부 이야기를 다루고 있다. 이 소설의 두 주인공 세바스찬과 니키는 아들을 구하기 위해 긴박한 사건에 뛰어들 수밖에 없다. 이 작품은 긴박한 사건이 주는 긴장감과 로맨틱 코미디를 적절하게 결합시켜 독자들을 새로운 세계로 이끈다. 기욤 뮈소는 특유의 감성코드를 살리며 주인공들의 사랑스러운 매력을 새로운 배경에 적절히 녹여내는 특기를 유감없이 발휘한다. 독자들은 기욤 뮈소의 소설을 통해 언제나 가슴 뭉클한 감동과 생에 대한 열정을 만나게 된다. 

이 소설의 주요 소재 역시 사랑, 용서, 화해이다.",2,국내도서-소설/시/희곡
478,9788984371002,3631546,당신 없는 나는?,"9,900원",550원,기욤 뮈소 저/허지은 역,밝은세상,"사랑을 잃는 것은 다 잃는 것이다
기욤 뮈소가 다시 돌아오다!

『구해줘』, 『당신 거기 있어줄래요?』, 『사랑하기 때문에』 등 발표하는 소설마다 공전의 히트를 기록한 세계적인 베스트셀러 작가 기욤 뮈소. 소설의 비주얼한 측면이 강조된 뮈소의 소설은 생생한 장면 구성과 스피디한 전개로 영화의 한 컷 한 컷을 연상시키는듯이 이야기를 펼쳐나간다.",1,국내도서-소설/시/희곡
479,9788984370906,3105361,사랑을 찾아 돌아오다,"9,900원",550원,기욤 뮈소 저/김남주 역,밝은세상,"기욤 뮈소가 다시 돌아오다!

『구해줘』, 『당신 거기 있어줄래요?』, 『사랑하기 때문에』 등 발표하는 소설마다 공전의 히트를 기록한 세계적인 베스트셀러 작가 기욤 뮈소. 그가 허를 찌르는 반전의 미스터리 소설을 들고 다시 찾아왔다. 프랑스 출간 당시 초판 부수만도 30만 부에 달해 독자들의 기대를 실감케 했으며, '기욤 뮈소 현상은 현재진행형', '노련한 추리작가의 방식으로 감성소설을 쓰는 데 탁월하다'는 언론의 호평이 이어지기도 했다.",1,국내도서-소설/시/희곡
480,9788931024296,139881902,바다여 바다여 1~2 세트,"19,800원","1,100원",아이리스 머독 저/안정효 역,문예출판사,"동양적 신비주의와 서양 철학의 결합
추리소설을 연상케 하는 사건 전개
영국 문학의 거장 아이리스 머독의 대표작!

《바다여 바다여》는 영국이 사랑한 20세기의 대표적 지성이자 철학자, 당대 최고의 베스트셀러 작가 아이리스 머독에게 맨부커상의 영예를 안긴 작품이다. 지성과 통찰이 곳곳에 깃들어 있는 이 작품에서, 머독은 ‘어쩌면 인생이란 어떤 결과를 싣고 돌아올지도 모르면서 먼바다로 항해를 떠나는 배와 같지 않을까’라는 물음을 던진다. 과거의 사소한 행위가 생각지도 못한 연쇄 작용으로 엄청난 결과를 초래하고, 그 결과가 또다시 현재와 만나 증폭하는 삶의 방정식을 제시하는 것이다.

아이리스 머독은 당대 최고의 지성답게 소설 곳곳에 동양적 신비주의와 서양 철학을 결합해 삶에 대한 사유를 펼쳐놓는다. 나아가 여러 인물의 복잡한 관계망과 그들 사이에서 발생하는 사건을 추적할 때는 추리소설의 재미를 선사하기도 한다.",1,국내도서-소설/시/희곡
481,9791169172028,112029410,어린 왕자 부모님을 위한 큰 글씨 책,"16,500원",원,앙투안 드 생텍쥐페리 저,본투비,"어르신을 위한 큰 글자 소설

* 큰 글씨 16~18포인트 크기 적용!
* 돋보기 안경 없이 볼 수 있는 큰 글자 책!

- 아무 걱정 없이 평안한 마음을 주는 소설
- 지나간 모든 것을 치유하고 마음을 달래주는 소설
- 자녀 걱정만 하시는 세상의 모든 부모님을 위한 소설
- 우리 부모님을 위한 눈 시림 방지 큰 글자 소설

『어린 왕자』 화자는 어른들의 본질과 ""중요한 것""을 인지하지 못하는 것에 대한 토론으로 시작한다. 어른이 아이처럼 깨달음을 얻었는지 알아보기 위한 시험으로 코끼리를 잡아먹은 뱀을 묘사한 그림을 그들에게 보여준다. 어른들은 항상 이 그림이 모자를 묘사하고 있다고 대답한다. 그래서 그는 공상보다는 그들에게 ""합리적"" 것, '타당한, 사리에 맞는, 사리를 아는'에 대해서만 말하는 것을 안다.

화자는 비행기 조종사가 되고, 어느 날 그의 비행기는 문명에서 멀리 떨어진 사하라에서 추락한다. 8일 동안 물을 공급받으며 비행기를 수리해야 한다.",6,국내도서-소설/시/희곡
482,9791164450237,74405438,어린왕자 빅북,"26,820원","1,490원",앙투안 드 생텍쥐페리 저,더클래식,,2,국내도서-소설/시/희곡
483,9791141601195,132550897,꽃피는 노트르담,"15,300원",850원,장 주네 저/성귀수 역,문학동네,"20세기 문학사에서 가장 대담한 서정의 극치
‘악의 성자’ 주네가 어두운 감방에서 쓴 첫 걸작

1943년에 나온 주네의 첫 장편소설 『꽃피는 노트르담』은 작가가 1942년 서른둘의 나이에 프렌교도소 수감 당시 쓴 작품이다. 이 소설이 자국을 비롯해 각국에 소개되기까지는 우여곡절이 많았다. 1951년 영미에 소개할 때만 해도 작가가 일부 내용을 삭제하거나 수정해야 했으며, 1960년 독일 출간 당시에는 곧바로 음란물 유포 혐의로 기소되어 2년이 지나서야 무죄 판결을 받는다. 그러나 이 소설을 처음 읽고 문단에 소개한 장 콕토는 기존의 프랑스 문학장을 깨부수며 새로운 서정을 선언하는 ‘폭탄’과도 같은 주네의 이 책을 “이 시대의 위대한 사건”이라고 하면서, 자신을 “격분시키고 질색하게 하며 놀라게” 한다며 감탄했을 뿐만 아니라 “여기 우리 앞에 외로움과 어두운 별의 반짝임이 있다”고 칭송했다.",2,국내도서-소설/시/희곡
484,9791170871323,125969552,이방인,"11,700원",650원,알베르 카뮈 저/박해현 역,휴머니스트,"한여름의 햇볕보다 더 뜨겁고 강렬한
《이방인》이라는 단 하나의 태양

세계문학사에 선명한 이정표를 세운 알베르 카뮈. ‘여름의 도시’라 불리는 알제리의 수도 알제에서 성장한 카뮈의 문학에서 태양은 항상 핵심적인 장치로 기능해왔다. 《이방인》에서도 ‘뫼르소’가 왜 살인을 저질렀는지는 누구도 분명하게 대답할 수 없지만, 살인의 순간에 뫼르소의 뺨을 덮친 ‘태양의 불길’만큼은 우리의 머릿속에 뚜렷이 남는다. 장면마다 내리쬐는 뜨거운 태양을 의식해서 읽었을 때 그 강렬한 소설적 감각을 고스란히 느낄 수 있는 작품. 세상으로부터 멀어지기를 자처하는 이방인 뫼르소를 이해하기란 쉽지 않지만, 아이러니하게도 우리는 누구나 어딘가로부터 이방인이다.",2,국내도서-소설/시/희곡
485,9791189134372,124756220,다시 만난 사랑,"15,120원",840원,베로니크 드 뷔르 저/이세진 역,청미,"‘동네책방에서 사랑받는 책’ 선정,
아흔 살 잔 할머니의 일기『체리토마토파이』의 작가
베로니크 드 뷔르의 자전적 소설

“엄마가 부러워요. 엄마는 자유로워요. 그 자유는 완전해요. 엄마 인생은 예기치 않은 방향으로 흘러가고 있어요. 일흔다섯 살 애인에게 가는 엄마는 눈이 부셔요. 엄마는 애인이 있어요. 며칠 후면 엄마는 열차를 타고 그 애인을 만나러 가요. 아무것도, 그 누구도 엄마를 가로막지 못할 거예요. 엄마는 행복하고, 나는 질투를 하네요.” - 본문 중에서 -

엄마의 되찾은 사랑과 남은 생의 시간들, 그리고 아버지에 대한 애도 속에서 엄마와의 특별한 관계가 도전받는 딸의 인생이 만나 펼쳐지는 이야기

“나는 딸이면서 엄마요, 여자이기에 이 책 『다시 만난 사랑』이 감동적으로 와 닿았습니다.",2,국내도서-소설/시/희곡
486,9791190758154,92071580,여름비,"11,700원",650원,마르그리트 뒤라스 저/백수린 역,창비,"마르그리트 뒤라스의 숨겨진 걸작, 새로운 번역으로 재출간

공쿠르 상 수상 작가이자 프랑스의 대표 작가 마르그리트 뒤라스의 소설 『여름비』가 소설가 백수린의 번역으로 새롭게 출간되었다. 『여름비』에는 뒤라스의 작품에 등장했던 주제들이 집약되어 있다. 망각과 광기, 침묵과 소리, 가난과 열정, 외면과 죽음이 마치 그물처럼 엮인다. ‘지금, 여기’가 아닌 다른 곳을 찾아 떠나려는 여정, 그 여로에서 뒤라스는 바보스러울 만큼 순수한 사람들의 삶에 대한 몰두로 독자를 매혹한다. 1994년 뒤라스 연구자 김경숙의 번역으로 국내에 소개되었던 이 소설은 절판 이후 오히려 애서가들 사이에서 필독해야 할 작품으로 회자되어왔다. 아고타 크리스토프의 『문맹』을 번역해 호평을 받으며 이제는 번역가로서도 이름을 알린, 주목받는 소설가이자 프랑스문학 연구자인 백수린의 감각적인 번역이 더해져 뒤라스 소설의 신세계를 펼쳐보인다.",2,국내도서-소설/시/희곡
487,9791190298834,91325118,별 (미니북),"5,310원",290원,알퐁스 도테 저/하소연 역,자화상,,1,국내도서-소설/시/희곡
488,9788949707419,5081675,"좁은 문, 전원교향악, 지상의 양식","8,820원",원,"앙드레 지드 저/이휘영,이춘복 공역",동서문화사,"20세기 현대문학의 거장이자 노벨문학상 수상 작가인 앙드레 지드의 작품집. 책에는 성스럽고 순결한 소녀 알리사와 그의 사촌동생 제롬이 겪는 비련의 이야기 「좁은문」, 율법의 종교가 아니라 자유로운 사랑의 종교를 주장해야 한다는 지드의 사상을 잘 드러내고 있는 「전원교향악」, 지드의 사상적 자서전이라 할 수 있는 「지상의 양식」이 수록되어 있다. 그는 이 책에 수록된 세 편의 작품을 통해 엄격한 금욕주의로 인한 비인간적인 자기희생의 허무함, 종교적 윤리와 그로 인해 나타나는 부조리한 구속을 강하게 비판한다.",1,국내도서-소설/시/희곡
489,9788970754406,3198734,아담도 이브도 없는,"9,900원",550원,아멜리 노통브 저/이상해 역,문학세계사,"프랑스 문단의 패션 아멜리 노통브, 드디어 첫사랑을 이야기하다!

『살인자의 건강법』과 『적의 화장법』의 작가, 아멜리 노통브가 작가로서의 소명이 싹튼 기원의 땅, 첫사랑이 깃든 일본을 소재로 쓴 작품이다. 그녀는 이 작품에서 스무 살 일본인 청년 린리와 나눈 첫사랑에 대해 이야기하며, 프랑스적인 사랑의 감정과 다른, 철저히 규범화되어 있는 일본 사회의 연애 코드들을 해부한다.",2,국내도서-소설/시/희곡
490,9791171178094,133296435,비곗덩어리,"14,400원",800원,기 드 모파상 저/임희근 역,arte(아르테),"오 헨리, 서머셋 몸 등의 거장들에게 영향을 끼친 
현대 단편 소설의 아버지, 모파상의 걸작 단편선

“모파상은 『레미제라블』 이후 가장 뛰어난 프랑스 소설을 쓴 작가다.” - 톨스토이

“왕이 있으면 나라 밖에서 전쟁을 벌이고, 
공화정이 들어서면 나라 안에서 저희끼리 싸워 댄다니까.”

국내 독자에게 「목걸이」, 「비곗덩어리」 등의 단편으로 알려진 모파상은 현대 단편 소설의 창시자 또는 세계 3대 단편 소설의 거장으로 불릴 정도로 세계 문학사에 큰 영향력을 미친 작가다. 모파상은 단편뿐 아니라 장편과 여행기, 시집, 희곡 등 여러 장르의 작품을 펴냈는데, 그의 작품들은 대부분 대중과 평단을 모두 사로잡으면서 작가에게 명성을 안겨 주었다. 톨스토이, 투르게네프, 니체 등은 그의 작품에 대해 호평했고, 오 헨리와 서머셋 몸 등의 작가들은 그의 서술 기법을 사용함으로써 모파상의 전통을 잇는다고 평해진다.",2,국내도서-소설/시/희곡
491,9791190669573,125288155,어린 왕자 (스페셜 에디션 홀로그램 은장 양장본),"13,500원",750원,앙투안 드 생텍쥐페리 저/김수영 역,코너스톤(도서),"‘가장 중요한 것은 눈에 보이지 않아.’
모두가 사랑하는 《어린 왕자》를 스페셜 에디션 홀로그램 은장 양장본으로 만나 보세요.

“네가 만약 오후 네 시에 온다면, 나는 세 시부터 행복할 거야. 그리고 시간이 갈수록 더 행복해지겠지. 네 시가 되면 흥분으로 안절부절못할 거야. 그래서 행복이 얼마나 값진 것인지 알게 되겠지! 하지만 네가 아무 때나 오면, 난 언제 마음의 준비를 해야 할지 모를 거야…. 그래서 의식이 필요한 거야.”

사막에 추락한 조종사가 지구를 여행 중인 어린 왕자를 만나는 생텍쥐페리의 대표작, 《어린 왕자》는 1943년 출간 이래로 지금까지 연극, 영화, 뮤지컬, 만화, 애니메이션, 오페라, 샹송, 카세트테이프, CD 등 다양한 매체로 변용되어 많은 사랑을 받고 있다. 독자들이 읽을 때마다 늘 새로운 의미를 발견하게 해 주는 《어린 왕자》는 디지털 시대에 아날로그적인 종이책만 1억 5천만 부 이상이 팔린 것으로 유명하다.",2,국내도서-소설/시/희곡
492,9791191861235,122590664,개와 늑대,"15,300원",850원,이렌 네미롭스키 저/이상해 역,레모출판사,"영화 [스윗 프랑세즈] 원작 [프랑스풍 조곡]의 작가 
이렌 네미롭스키가 생전에 발표한 마지막 작품 국내 초역!

공포조차 무뎌질 정도로 박해가 만연해진 세상에서 유대인으로 살아간다는 것, 부박한 현실 속에서도 꿈꾸는 사람으로 남는 것, 가져본 적 없는 것을 원하는 것, 그럼에도 사랑한다는 것…. 마지막 순간까지 치열하게 쓴 작가 이렌 네미롭스키가 생전에 발표한 마지막 작품 『개와 늑대』 한국어판이 드디어 ‘이렌 네미롭스키 선집’ 네 번째 책으로 출간되었다. 다른 세상을 꿈꾸는 아다와 그런 아다의 사랑을 받는 ‘길들여진 개’ 해리, 주어진 운명을 거부하는 ‘야생적인 늑대’ 벤, 세 유대인이 역사의 소용돌이를 온몸으로 헤쳐나가며 섞이고 엮인다. 영화 [스윗 프랑세즈] 원작 『프랑스풍 조곡』의 작가로 잘 알려진 이렌 네미롭스키의 삶과 작품 세계를 깊이 있게 이해하기 위한 열쇠 같은 작품이기도 하다.",2,국내도서-소설/시/희곡
493,9791159923678,115222188,20세기 파리,"15,750원",870원,쥘 베른 저/김남주 역,알마,"1863년에 사라진 최고의 SF 
쥘 베른이 그린 100년 후 미래, 1960년대 파리

SF문학의 아버지로 평가받는 쥘 베른은 이 책 『20세기 파리』에서 그가 경험했던 19세기의 위대한 기술적 진보를 통해 미래 사회를 예측하고 과학기술의 성취에 따른 미래의 인간상과 사회상을 신랄하게 풍자한다. 과학의 진보를 이룬 미래 사회에서의 ‘실용주의 과잉’을 경계하는 것이다. 

소설은 1960년대의 눈부신 파리를 배경으로 오직 기술과 비즈니스에만 유용한 가치를 두는 물질주의 사회에서, 고전 문학을 전공하고 시인을 꿈꾸는 청년 미셸의 고단한 삶을 통해 문학과 예술의 죽음을 그린다.

취업난을 겪는 인문학도, 고층 유리 빌딩, 인터넷, 국제 금융, 컴퓨터, 자동화된 보완 시스템과 원격으로 제어되는 무기 시스템 등 현재 우리가 경험하는 21세기의 사회를 무려 100년 이상 앞선 19세기 후반에 정확하게 예측했다는 점에서 전율마저 느껴지는 작품이다.",2,국내도서-소설/시/희곡
494,9788954679541,103670373,꼬마 니콜라와 그에 관한 모든 것,"34,200원","1,900원",르네 고시니 글/장자크 상페 그림/정혜경 역,문학동네,"꼬마 니콜라 이야기 속 명장면과 반가운 사람들이 다 모였다
니콜라의 진짜 팬들을 위해 준비된 커다란 플랩북

1955년 9월 25일, 위대한 콤비 르네 고시니와 장 자크 상페의 손에서 처음 태어난 이래 꼬마 니콜라는 다양한 형태로 변주되며 지금까지 읽히고 있다. 30여 개 언어로 번역되고 2000만 부 이상 판매된 『꼬마 니콜라』는 시간과 공간을 초월해 또 하나의 고전으로 전 세대를 아우르며 사랑받는 작품이다. 『꼬마 니콜라와 그에 관한 모든 것』은 유구한 즐거움의 세계, 꼬마 니콜라 유니버스를 마침내 완성하는 반가운 책이다. 이 책은 지금까지 한 번이라도 꼬마 니콜라와 그의 말썽꾸러기 친구들을 만나본 적 있었던 이라면 누구나, 기꺼이 들어설 수 있는 아기자기한 세계로 모두를 초대한다. 

『꼬마 니콜라와 그에 관한 모든 것』의 폭신폭신한 표지를 넘기면서부터 니콜라의 종알거리는 목소리가 귀를 맴돈다.",1,국내도서-소설/시/희곡
495,9791190144063,90159537,곱세크,"10,350원",570원,오노레 드 발자크 저/김인경 역,꿈꾼문고,"돈이 지배하는 세상에서 돈을 집어삼키는
인간 상어의 아가리 앞에서 펼쳐지는 적나라한 인간극

당대 사회를 총체적으로 보여주는 ‘사회의 자연사’를 완성하고자 기획된 거대한 역작 『인간희극』으로 프랑스 현대 리얼리즘 소설의 정점에 오른 오노레 드 발자크의 중편소설 『곱세크』가 국내에 처음 번역·출간됐다. 『인간희극』은 발자크가 20여 년에 걸쳐 집필한 장·단편소설 100여 편을 유기적으로 엮어 묶은 총서로, 크게 풍속 연구, 철학 연구, 분석 연구로 나뉜다. 그중 1부 풍속 연구는 프랑스의 지방과 다양한 사회 계층에 관해 탐구한 가장 중요한 부분으로, 다시 사생활 장면, 지방 생활 장면, 파리 생활 장면, 정치 생활 장면, 군인 생활 장면, 시골 생활 장면으로 나뉘는데, 이 작품은 ‘사생활 장면’에 속해 있다. 『곱세크』는 이야기 속 이야기 형식으로 어느 고리대금업자의 삶을 전한다.",1,국내도서-소설/시/희곡
496,9788932404776,66318030,프랑스어의 실종,"11,700원",650원,아시아 제바르 저/장진영 역,을유문화사,"매년 노벨 문학상 수상 후보로 거론됐던 세계적인 작가 아시아 제바르의 대표작 『프랑스어의 실종』이 을유세계문학전집 95번째 작품으로 출간되었다. 저자는 프랑스어권 문학에서 이미 고전 반열에 올라 있으며, 아프리카에서 가장 저명하고 영향력 있는 소설가로 알려져 있다. 『프랑스어의 실종』은 알제리와 프랑스라는 두 개의 국가와 언어 속에서 일생 벗어나지 않았던 아시아 제바르가 즐겨 다룬 주제들, 즉 언어, 역사, 여성의 문제가 대립하여 전개된다.",2,국내도서-소설/시/희곡
497,9791127240790,61791908,어린왕자 (컬러 일러스트-일본어판) : あのときの王子くん,"11,000원",원,생텍쥐페리 저,BOOKK(부크크),,6,국내도서-소설/시/희곡
498,9788994207605,23767250,루이페르디낭 셀린-제멜바이스 / Y 교수와의 인터뷰,"11,700원",650원,루이페르디낭 셀린 저/김예령 역,워크룸프레스,"루이페르디낭 셀린의 『제멜바이스 / Y 교수와의 인터뷰』가 워크룸 문학 총서 ‘제안들’ 13권으로 출간되었다. 이 책은 작가이기 이전에 의학도였던 셀린의 의학 박사 학위논문이면서 일종의 소설로 읽히는, 즉 작가 셀린의 씨앗을 엿볼 수 있는 『제멜바이스』와 셀린 전작의 전환점이라 할 소설 『Y 교수와의 인터뷰』를 함께 묶어 루이페르디낭 셀린의 방대한 작품 세계를 미리 조망할 수 있도록 했다. 뒤이은 부록 「기갑부대 데투슈 병사의 수첩」은 열여덟 살 젋은 시절 병사로서 전쟁을 마주했던 셀린의 내면을 보여주고, 연이어 실린 「졸라에게 바치는 헌사」는 『Y 교수와의 인터뷰』와 더불어 중후기 작품들의 면모를 감지할 수 있도록 돕는다.",1,국내도서-소설/시/희곡
499,9788954635479,17385779,마그누스,"12,420원",690원,실비 제르맹 저/이창실 역,문학동네,"광기 어린 세계에서 자신을 지켜내기 위한 격렬한 투쟁의 드라마

함부르크에 가해진 대규모 폭격으로 기억을 잃고 모든 것을 새로 배워나가던 소년. 독일이 패망한 후 그는 존경하던 부모가 나치에 동조해 유대인들을 학살한 전범이었으며, 자신의 친부모가 아니었음을 알게 된다. 소년은 참혹한 역사의 소용돌이 속에서 진정한 자신을 찾기 위한 길고 긴 여행을 시작한다. 그리고 그 끝에서 마주하게 되는 잔혹한 진실. 

참혹하기에 더욱 아름다운, 환상적인 시적 언어의 향연 

현대 프랑스 문단에서 독보적인 위치를 차지하고 있는 실비 제르맹은 독특하고 아름다운 문체로, 역사에 뿌리를 둔 구체적이면서도 상상력 가득한 작품 세계를 구축해왔다. 『마그누스』는 제르맹이 천착하는 주제인 ‘악의 수수께끼’에 대한 탐구에 더해, 무력한 개인과 폭압적인 세계와의 화해를 모색하고 있는 작품이다.",1,국내도서-소설/시/희곡
500,9788998046323,12344499,어린 왕자 한국어판,"10,800원",600원,앙투안 드 생텍쥐페리 저/김동근 역,소와다리,"1943년에 발행된 초판본을 충실히 재현한 오리지널 디자인

『어린 왕자』는 생텍쥐페리의 고국 프랑스가 아닌 미국 뉴욕에서 영어로 먼저 발행이 됐다. 온 유럽이 2차대전의 불길에 휩싸여 있었기 때문이다. 그로부터 2달 후 프랑스어는 물론 세계 각국의 언어로 발행이 된 『어린 왕자』는 전 세계 사람들에게 희망의 메시지를 전하기 시작했다. 이 책은 1943년 초판본의 디자인을 그대로 재현했다.",1,국내도서-소설/시/희곡
501,9788994040387,8483677,비터문,"10,800원",600원,파스칼 브뤼크네르 저/함유선 역,그책,"사랑에는 두 가지 유형만이 존재한다
고통을 주는 자와, 그 고통을 받는 자
극단적이고 파격적인 묘사로 숱한 논란을 불러일으킨 문제작

인도 여행을 위해 프랑스에서 이스탄불로 향하는 트뤼바 호에 탑승한 디디에와 베아트리스 커플은 여행 중인 프란츠 부부를 만나게 된다. 휠체어를 탄 불구자 프란츠는 자신의 아내인 레베카를 조심하라고 경고하지만, 디디에는 순식간에 관능적이고 치명적인 매력을 지닌 레베카에게 마음을 빼앗긴다. 그는 마치 자신의 속을 꿰뚫어 보듯 계속해서 레베카에 대한 호기심을 자극하는 프란츠의 은밀한 제의와 함께 그들 부부 사이에 있었던 충격적인 사건들을 듣게 되고, 거부할 수 없는 기이한 프란츠의 고백에 점차 빠져드는 디디에를 바라보는 베아트리스의 마음은 점차 불안해진다. 광란의 욕망과 퇴폐적 매혹을 오가며 예측 불가능한 상황 속으로 치닫던 이들의 항해가 5일째를 맞이하던 날, 마침내 모든 사람을 경악케 할 사건이 벌어진다.",1,국내도서-소설/시/희곡
502,9788901118017,4825315,쟈디그·깡디드,"10,800원",600원,볼떼르 저/이형식 역,펭귄클래식코리아,"권위를 겁내지 않는 비판적인 시선. 
이성의 빛으로 무장한 불온한 정신, 볼떼르.

계몽사상가로, 삶 속에서 행동하는 지식인의 면모를 보여온 작가 볼떼르의 대표작 두 편을 엮어낸 책. 책에는 권력에 대한 비판으로 인해 늘 박해 받았던 볼떼르의 비유적 자서전이라 평가되는 「쟈디그 또는 운명」과 순진한 깡디드가 겪는 온갖 불운들을 통해 모순된 사회, 부패한 종교의 불관용을 신랄하게 비판하는 「깡디드 또는 낙천주의」가 수록되어 있다.",2,국내도서-소설/시/희곡
