순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
171,9791156621225,18235213,만 마디를 대신하는 말 한 마디,"12,150원",670원,류전윈 저/김태성 역,아시아,"위화, 옌렌커, 쑤퉁과 함께 전 세계에 가장 널리 알려진 중국 최고의 사실주의 작가, 류전윈의 가장 성숙하고 호방한 작품으로 꼽는 말 한 마디 때문에의 2부이자 스핀오프격인 『만 마디를 대신하는 말 한 마디』가 한국 독자들을 찾아왔다. 작가가 3년의 시간과 공력을 들여 완성한 작품으로, ‘가장 성숙한 작품’으로 평가된다. 
2009년 중국 문단을 가장 뜨겁게 달군 두 권의 책이 바로 류전윈의 『만 마디를 대신하는 말 한 마디』와 옌렌커의 『풍아송』이다. 특히 『만 마디를 대신하는 말 한 마디』는 당대 향토 서사의 가장 대표적인 작품으로, 류전윈이 중국 문단에서 가장 문제적 작가로 자리매김하는 결정적인 역할을 했다. 
류전윈은 “문학이 한 민족과 다른 민족들 사이의 차이를 쓰는 것”이라고 말한다. 그러며 “서로 다르다는 것을 알아야 세계가 같다는 것을 알 수 있고, 서로 같다는 것을 알아야 세계가 다른 지도 알 수 있”다고 고백한다.",2,국내도서-소설/시/희곡
172,9788967359683,105107911,막,"11,700원",650원,지다웨이 저/문희정 역,글항아리,"황폐화된 육지를 떠나 해저로 이주한 2100년의 인류
국적이나 성적 지향에 구애받지 않는 미래 사회
타이완 퀴어 SF 문학의 진수 지다웨이紀大偉 대표작

『막膜』은 타이완 퀴어 문학의 대표작으로 1995년 제17회 롄허보 문학상 중편소설 대상 수상작이다. 일본과 프랑스에서 번역 출간됐고, 올해 10월 미국의 컬럼비아대학출판사를 통해 정식 출판되었다. 타이완의 퀴어 문학은 타이완 문학의 독자성과 진보성을 잘 드러내는 영역으로 작가와 작품이 질적으로나 양적으로 이미 상당한 수준에 이르렀는데, 지다웨이는 이 흐름의 선두에 있는 작가다. 그는 경직된 유교 전통 사회의 금기에 당당히 맞서는 유머러스하면서도 날카로운 문체로 기존의 퀴어 문학과 차이를 드러냈으며, 2017년 세계적으로 유례없는 『퀴어 문학사同志文學史』를 집필해 타이완 문학사에 한 획을 그었다.

『막』은 독특하고 예리한 시선으로 2100년의 지구를 그린 SF소설이다.",2,국내도서-소설/시/희곡
173,9791160201123,81702885,서유기 8,"13,500원",750원,오승은 저/홍상훈 등역,솔,"원전에 가장 충실한 정본 완역본!
이야기하듯 풀어낸 삼장 일행의 기상천외한 여행기!

중국문학 연구와 대중화에 앞장서온 홍상훈 교수와 공동 번역자들은 풍부한 자료 조사와 깔끔한 번역을 바탕으로 그동안 접하기 어려웠던 원전 『서유기西遊記』를 독자들에게 생생하게 보여준다. 그 덕분에 우리는 익히 알고 있는 ‘삼장법사’와 ‘손오공’, ‘저팔계’, ‘사오정’이 아닌 전혀 다른 성격의 그들을 만나게 된다.

이번 솔출판사의 『서유기』는 창작 당시의 역사적 사실과 시대상을 반영하는 한편 다양한 판본 비교를 통해 원전 『서유기』의 내용을 온전히 되살렸다. 이를 통해 중생 구제를 위해 불경을 찾으러 떠난다는 도식적인 주제 너머의 핵심적인 내용, 즉 삼장법사와 손오공, 저팔계, 사오정을 둘러싼 흥미로운 다양한 에피소드와 더불어 시공간을 초월하는 우리 인간의 현세적 욕망을 적나라하게 보여준다.
",1,국내도서-소설/시/희곡
174,9788952752413,3006845,전쟁쓰레기,"11,700원",650원,하진 저/왕은철 역,시공사,"'현존하는 작가 중 노벨 문학상에 가장 근접한 작가'라 불리는 하 진 문학의 정수를 보여주는 소설 『전쟁쓰레기 War Trash』. 펜 포크너상 수상작이자, 퓰리처상 최종 후보에 올랐던 작품이다. 하진은 이 작품으로 자신의 첫 번째 장편소설이자 출세작인 『기다림 Wating』에 이어 두번째로 펜 포크너상을 수상하게 되었는데, 이는 지극히 보수적이며, 특히 외국인에게 배타적인 미국 문단에서 극히 이례적인 일이라 할 수 있다.",2,국내도서-소설/시/희곡
175,9791160201086,81702499,서유기 4,"13,500원",750원,오승은 저/홍상훈 등역,솔,"원전에 가장 충실한 정본 완역본!
이야기하듯 풀어낸 삼장 일행의 기상천외한 여행기!

중국문학 연구와 대중화에 앞장서온 홍상훈 교수와 공동 번역자들은 풍부한 자료 조사와 깔끔한 번역을 바탕으로 그동안 접하기 어려웠던 원전 『서유기西遊記』를 독자들에게 생생하게 보여준다. 그 덕분에 우리는 익히 알고 있는 ‘삼장법사’와 ‘손오공’, ‘저팔계’, ‘사오정’이 아닌 전혀 다른 성격의 그들을 만나게 된다.

이번 솔출판사의 『서유기』는 창작 당시의 역사적 사실과 시대상을 반영하는 한편 다양한 판본 비교를 통해 원전 『서유기』의 내용을 온전히 되살렸다. 이를 통해 중생 구제를 위해 불경을 찾으러 떠난다는 도식적인 주제 너머의 핵심적인 내용, 즉 삼장법사와 손오공, 저팔계, 사오정을 둘러싼 흥미로운 다양한 에피소드와 더불어 시공간을 초월하는 우리 인간의 현세적 욕망을 적나라하게 보여준다.
",2,국내도서-소설/시/희곡
176,9788937604096,15476256,삼국연의 1,"12,150원",140원,나관중 원저/모종강 편,비봉출판사(BBbooks),"『삼국연의』제1권. 본서의 가장 중요한 특징은, 《나관중 원저, 모종강 평론·개정》의 《모종강본 삼국(지)연의》를 평론과 협평 등을 포함해 국내 최초로 완역한 책이라는 것이다. 《모종강본 삼국(지)연의》의 전체 원문과 원문에 대한 주석을 달아 놓음으로써(제9권~12권) 《삼국(지)연의》를 통해 한문 공부나 중문학을 공부하려는 독자들의 편의를 도모하였다.",2,국내도서-소설/시/희곡
177,9791190254335,125294089,웨이스트 타이드 (Waste Tide),"16,200원",900원,천추판 저/이기원 역,에디토리얼,"“여기에 들어오는 자, 모든 희망을 버려라.”
환경 재앙이 그리는 지옥도

광둥성 동부의 항구 도시 산터우로부터 내륙으로 만입하는 곳에 ‘실리콘섬’이 있다. 폐기된 전자제품에서 재활용 가능한 부품을 뜯어내서 가공하는 작업장과 공장이 밀집해 있다. 세계 각지에서 실려 온 전자 폐기물과 폐플라스틱이 이 섬에서 해체, 처리, 재가공된다. 분류와 해체 작업은 오로지 사람, 이곳 토박이들이 ‘쓰레기인간’이라 부르는 외지 노동자들의 눈과 코, 손으로 이뤄진다. 현지인과 외지인 모두 이 섬에서 돈 한 푼 더 버는 데 혈안일 뿐 공통적으로 이 섬을 혐오한다.

여자들은 시커먼 물에 맨손으로 빨래하고, 아이들은 플라스틱 잿더미 위에서 점프하며 놀거나 폴리에스터 필름이 둥둥 떠다니는 검푸른 연못에서 헤엄치며 장난친다. 불리한 자연조건을 극복하려 선조들의 지혜로 건설된 관개수로와 지형물들은 깨진 디스플레이와 플라스틱 쓰레기로 가득하거나 회로기판 따위를 녹여내는 산성 용액 웅덩이로 변했다.",1,국내도서-소설/시/희곡
178,9788934920724,123180705,의천도룡기 2,"13,320원",740원,김용 저/임홍빈 역,김영사,"“무림지존 도룡도와 의천검을 차지한 자가 세상을 지배한다!”
오천 년 동양의 지혜와 문화를 꿰뚫는 〈사조삼부곡〉의 완결판

원명 교체기라는 혼란한 시대에 격랑 많은 운명을 타고난 장무기가 절대 무공 비법을 통해 강호 최고의 고수가 되기까지의 파란만장한 모험기를 담은 김용의 대표작 『의천도룡기』 정식 완역본! 천하무적의 병기로 알려진 ‘의천검’과 ‘도룡도’를 둘러싸고 벌어지는 수많은 무림 고수들의 혈투, 명교인과 육대문파 간의 오랜 은원관계, 장무기와 펼치는 조민, 주지약, 아소, 은리의 로맨스 등 다양한 사건과 애끓는 사연이 강호를 수놓는다. 웅장한 역사와 탁월한 상상력, 생생한 캐릭터와 치밀한 구성, 박진감 넘치는 묘사와 높은 완성도로 뜨거운 찬사를 받은 무협소설 마니아들의 필독서! 진정한 영웅들의 의리와 고뇌, 사랑이 우리 가슴속에서 뜨겁게 부활한다.",2,국내도서-소설/시/희곡
179,9788936474201,56018242,삼국지 2 (큰글자도서),"17,000원",원,나관중 저/황석영 역,창비,"영원한 고전 『삼국지』가 황석영의 손을 빌려 새롭게 태어났다. 『장길산』 『객지』 등을 통해 입증된 유려하고 장쾌한 글솜씨와 작가 특유의 민중적 역사의식이 돋보인다. 총 210수의 한시를 정갈하게 다듬어 넣었으며, 현대적으로 깔끔하게 다듬어진 문장으로 긴 호흡의 이야기를 밀도있게 풀어냈다. 

정역본답게 원문의 간결하고 사실적인 문체를 최대한 살리되, 중요한 전투장면 등에는 박진감 넘치는 묘사를 덧붙였다. 1999년 샹하이 강소고적출판사에서 나온 『수상삼국연의』를 원전으로 삼아 번역했으며, 중국 고대인물화의 권위자 왕홍시 화백의 컬러삽화 150여장이 책의 풍치를 더한다.",2,국내도서-소설/시/희곡
180,9788954605694,2937133,청의(靑衣),"12,420원",690원,비페이위 저/김은신 역,문학동네,"국내에 처음으로 소개되는 중국 소설가 비페이위(畢飛宇)의 소설집. 비페이위는 서사성, 진정성, 해학미라는 중국문학의 오랜 전통을 충실히 따르면서도 자유분방한 상상력과 환상성을 앞세운 문학적 실험을 구사하는 작가이다. 특히 거대한 역사의 흐름과 끊임없이 반목하는 개인적인 욕망의 결을 적나라하게 드러내는 것을 좋아하는 비페이위는, 중국문단 내에서 리얼리즘의 어법과 포스터모더니즘의 어법을, 사회주의적 가치와 자유주의적 가치를 자유자재로 넘나들 수 있는 몇 안 되는 작가에 속한다.",1,국내도서-소설/시/희곡
181,9788974161927,2930197,삼국지 2,"8,550원",470원,나관중 저/박태원 역,깊은샘,"『소설가 구보씨의 일일』로 유명한 작가 박태원이 완역한 삼국지. 1950년 박태원의 월북으로 중단되었던 『삼국지』가 무려 58년만에 돌아온 셈이다. 이번에 나온 박태원의 삼국지 완역본은 1959년 북한의 국립문학예술서적출판사에서 번역, 출판하기 시작하여 1964년 조선문학예술총동맹출판사에서 총 6권 분량으로 완결된 판본을 저본으로 한 것으로 박태원 삼국지의 결정판이라 할 수 있다.",7,국내도서-소설/시/희곡
182,9788932040523,113790313,"캄캄한 낮, 환한 밤","17,100원",360원,옌롄커 저/김태성 역,문학과지성사,"“생명은 고되고 짧은데
욕망은 무한히 길다
하지만 하지만”

세계가 주목한 “가장 폭발력 있는 중국 작가”처연하면서도 성숙한 옌롄커 문학의 전환

2022년 제6회 이호철통일로문학상 수상자, 현재 중국에서 노벨문학상에 가장 가까운 작가 옌롄커 문학의 새로운 전환을 보여주는 장편소설『캄캄한 낮, 환한 밤』이 문학과지성사 대산세계문학총서 178번으로 출간되었다. 50세 생일 전날 밤 신의 선물과도 같이 한 작가의 머릿속에 번뜩인 생각! ‘이 이야기로 영화를 만들어서 글쓰기의 적막과 가난으로부터 벗어나 세계 영화예술의 거장이 돼보자!’

『캄캄한 낮, 환한 밤』은 이 작품의 실제 작가이자 주인공인 유명 소설가 옌롄커가 고향 사람 리좡의 삶과 신기한 사랑 이야기로 영화화를 시도하는 과정을 담고 있다.",2,국내도서-소설/시/희곡
183,9788925578118,110369733,이문열 삼국지 1 (큰글자책),"28,000원",원,나관중 저/이문열 평역/정문 그림,알에이치코리아(RHK),"더 크게, 더 새롭게 읽는 이문열 『삼국지』 큰글자판 출간!
판형과 글자 크기를 키워 가독성을 높이고, 
새로운 표지와 종이 재질로 고급스러움을 더한 『삼국지』 전10권 특별판!

누적판매 2,000만 부가 넘은 『이문열 삼국지』가 큰글자판으로 출간됐다. “삼국지를 세 번 이상 읽지 않은 자와 인생을 논하지 말고 열 번 이상 읽은 자와 감히 상대하지 마라”는 말이 있듯이 삼국지는 곁에 두고 곱씹으면서 읽어야 할 고전 중의 고전이다. 읽을수록 그 진가를 발휘하는 『이문열 삼국지』의 애독자를 위해 이번에 판형과 글자 크기를 키워 가독성을 높이고, 표지디자인과 종이 재질을 바꿔 곁에 두고 몇 번을 읽더라도 책의 고급스러움을 유지할 수 있도록 했다. 더 크게, 더 새롭게 읽는 삼국지 큰글자판 전10권! 이문열의 깊이 있는 명문장을 글자와 판형이 커진 만큼 더 여유 있게 곱씹어 읽어보자.
",2,국내도서-소설/시/희곡
184,9791160201109,81702677,서유기 6,"13,500원",750원,오승은 저/홍상훈 등역,솔,"원전에 가장 충실한 정본 완역본!
이야기하듯 풀어낸 삼장 일행의 기상천외한 여행기!

중국문학 연구와 대중화에 앞장서온 홍상훈 교수와 공동 번역자들은 풍부한 자료 조사와 깔끔한 번역을 바탕으로 그동안 접하기 어려웠던 원전 『서유기西遊記』를 독자들에게 생생하게 보여준다. 그 덕분에 우리는 익히 알고 있는 ‘삼장법사’와 ‘손오공’, ‘저팔계’, ‘사오정’이 아닌 전혀 다른 성격의 그들을 만나게 된다.

이번 솔출판사의 『서유기』는 창작 당시의 역사적 사실과 시대상을 반영하는 한편 다양한 판본 비교를 통해 원전 『서유기』의 내용을 온전히 되살렸다. 이를 통해 중생 구제를 위해 불경을 찾으러 떠난다는 도식적인 주제 너머의 핵심적인 내용, 즉 삼장법사와 손오공, 저팔계, 사오정을 둘러싼 흥미로운 다양한 에피소드와 더불어 시공간을 초월하는 우리 인간의 현세적 욕망을 적나라하게 보여준다.
",2,국내도서-소설/시/희곡
185,9791160201093,81702543,서유기 5,"13,500원",750원,오승은 저/홍상훈 등역,솔,"원전에 가장 충실한 정본 완역본!
이야기하듯 풀어낸 삼장 일행의 기상천외한 여행기!

중국문학 연구와 대중화에 앞장서온 홍상훈 교수와 공동 번역자들은 풍부한 자료 조사와 깔끔한 번역을 바탕으로 그동안 접하기 어려웠던 원전 『서유기西遊記』를 독자들에게 생생하게 보여준다. 그 덕분에 우리는 익히 알고 있는 ‘삼장법사’와 ‘손오공’, ‘저팔계’, ‘사오정’이 아닌 전혀 다른 성격의 그들을 만나게 된다.

이번 솔출판사의 『서유기』는 창작 당시의 역사적 사실과 시대상을 반영하는 한편 다양한 판본 비교를 통해 원전 『서유기』의 내용을 온전히 되살렸다. 이를 통해 중생 구제를 위해 불경을 찾으러 떠난다는 도식적인 주제 너머의 핵심적인 내용, 즉 삼장법사와 손오공, 저팔계, 사오정을 둘러싼 흥미로운 다양한 에피소드와 더불어 시공간을 초월하는 우리 인간의 현세적 욕망을 적나라하게 보여준다.
",1,국내도서-소설/시/희곡
186,9791156620884,17080180,말 한 마디 때문에,"13,320원",740원,류전윈 저/김태성 역,아시아,"‘20세기 100대 세계명작’으로 선정되기도 한 [닭털 같은 나날]이 국내에 두 번째로 소개된 이후 4년의 시간이 흘렀다. 2015년, 국내에 소개되는 류전윈 작가의 다섯 번째 작품이자 가장 성숙하고 호방한 작품으로 꼽는 [말 한 마디 때문에]가 드디어 한국 독자들을 찾아왔다. 

작가가 3년의 시간과 공력을 들여 완성한 작품으로, ‘가장 성숙한 작품’으로 평가된다. 세련된 언어와 간결하고 직접적인 구성을 보이고 있어, 이전 세대 거장들의 유풍을 계승한 듯한 인상을 준다. 이 소설의 가장 큰 특징은 심혈을 기울여 다듬은 작가 특유의 언어와 이에 대응하는 작품의 내포에 있다. 

위화, 옌렌커, 쑤퉁과 함께 전 세계에 가장 널리 알려진 중국 최고의 사실주의 작가, 류전윈은 “문학이 한 민족과 다른 민족들 사이의 차이를 쓰는 것”이라고 말한다.",2,국내도서-소설/시/희곡
187,9788937604102,15476259,삼국연의 2,"12,150원",130원,나관중 원저/모종강 편,비봉출판사(BBbooks),"『삼국연의』제2권. 본서의 가장 중요한 특징은, 《나관중 원저, 모종강 평론·개정》의 《모종강본 삼국(지)연의》를 평론과 협평 등을 포함해 국내 최초로 완역한 책이라는 것이다. 《모종강본 삼국(지)연의》의 전체 원문과 원문에 대한 주석을 달아 놓음으로써(제9권~12권) 《삼국(지)연의》를 통해 한문 공부나 중문학을 공부하려는 독자들의 편의를 도모하였다.",2,국내도서-소설/시/희곡
188,9788976821379,5353521,새로 쓴 옛날이야기,"11,700원",130원,루쉰 저/유세종 역,그린비,"『새로 쓴 옛날이야기』는 루쉰의 세번째 소설집으로 1922년부터 1935년 사이에 쓴 역사소설 8편이 수록되어 있다. 이 소설집의 작품들은 제목 그대로 신화와 전설, 사실(史實) 등의 옛이야기를 루쉰이 새로 쓰고, 새로 해석한 일종의 ‘장르문학’이다.",2,국내도서-소설/시/희곡
189,9788932010021,59990,난세를 건너는 법,"7,200원",400원,제갈량 저/오수형 편역,문학과지성사,"지혜의 상징이자 충성스런 신하의 표상인 제갈량의 글을 모은 문집,그의 출중한 지략과 근본을 읽을 수 있는 제갈량의 시와 문을 모은 뜻깊은 책이다.",2,국내도서-소설/시/희곡
190,9788967356644,78465864,늑대는 나란히 간다,"11,700원",650원,"덩이광,츠쯔젠 등저/김태성 등역",글항아리,"문명이 소박한 숨을 쉬고 있는 거짓말 같은 땅들
그곳에서 펼쳐지는 동물과 인간의 원시적인 공생관계

글항아리가 소개하는 중화권 소설 시리즈 ‘묘보설림’ 제9권으로 『늑대는 나란히 간다』가 출간되었다. 덩이광의 동명의 작품을 표제작으로 하여 츠쯔젠의 「말 한 필, 두 사람」, 예미의 「달빛 온천」 등 총 9편의 단편이 수록되었다. 이 책은 유난히 동물을 소재로 한 작품이 많다는 게 특징이다. 아직도 중국 땅엔 문명이 소박하게 원시적 숨을 쉬고 있는 거짓말 같은 땅들이 있다. 그곳에서 펼쳐지는 동물과 인간의 원시적인 공생관계는 작가들의 상상력을 끊임없이 자극한다. 늑대와 말, 쏙독새와 비둘기, 순록과 대형 잉어는 신화적 세계와 분리되지 않은 채 사람들의 삶에 내려앉기도 하고, 너무나도 명징한 의식주 속 세계의 징표로 다뤄지기도 한다. 특히 노벨문학상의 후보자로 거론되는 츠쯔젠의 「말 한 필, 두 사람」은 생명에 대한 웅혼한 숨결이 느껴지는 명편이다.",2,국내도서-소설/시/희곡
191,9791185330600,76487475,우리가 나누었던 순간들,"14,400원",800원,장자자 저/정세경 역,도도,"2014년 중국 작가 수입 1위｜2017년 중국 작가 수입 10위｜2018년 중국 작가 수입 15위
중국인이 사랑한 작가 장자자의 최신작 『우리가 나누었던 순간들』

전작이 1천만 부를 돌파할 정도로 중국인이 사랑한 작가 장자자의 최신작 『우리가 나누었던 순간들』은 출간 6개월 만에 100만 부를 돌파한 화제의 책이다. 평범하다 못해 진부한 사랑까지 특별함을 얹어 감동의 메시지를 전하는 장자자가 심혈을 기울여 집필한 이 책은 그의 진가가 한 번 더 발휘되어 잊을 수 없는 아련한 추억, 첫 사랑이자 마지막 사랑이고 싶었던 누군가를 떠올리며 가슴 한 구석을 울린다.",2,국내도서-소설/시/희곡
192,9791188522040,58140465,참새 이야기,"14,400원",800원,쑤퉁 저,더봄,"『허삼관 매혈기』 작가 위화가 극찬한 소설!
-중국 최고 권위 마오둔문학상 제9회 수상작 
-루쉰문학상 수상작가 쑤퉁의 최신 역작

『참새 이야기』는 1980년대 개혁개방 격변의 시기를 배경으로, 청소년 강간사건에 휘말린 세 청춘의 비극적인 운명을 그렸다. 바오룬, 류성, 선녀 세 주인공이 각자의 시선으로 그 시대와 그 사건에 얽힌 자신의 삶을 이야기한다. 

작가인 쑤퉁 선생이 청소년기를 보낸 도시에 실제로 이와 비슷한 사건이 있었는데, 그때 작가의 눈에 비친 범인은 너무나 순수해 도저히 강간범으로 보이지 않았더란다. 실제로 당시 중국 사회에는 억울한 형사사건이 많았던 터라 자연스럽게 그가 진범이 아니라 억울한 피해자 가 아닐까 생각했다고 한다.",2,국내도서-소설/시/희곡
193,9788974161941,2937012,삼국지 4,"8,550원",470원,나관중 저/박태원 역,깊은샘,"『소설가 구보씨의 일일』로 유명한 작가 박태원이 완역한 삼국지. 1950년 박태원의 월북으로 중단되었던 『삼국지』가 무려 58년만에 돌아온 셈이다. 이번에 나온 박태원의 삼국지 완역본은 1959년 북한의 국립문학예술서적출판사에서 번역, 출판하기 시작하여 1964년 조선문학예술총동맹출판사에서 총 6권 분량으로 완결된 판본을 저본으로 한 것으로 박태원 삼국지의 결정판이라 할 수 있다.",7,국내도서-소설/시/희곡
194,9788974161934,2930198,삼국지 3,"8,550원",470원,나관중 저/박태원 역,깊은샘,"『소설가 구보씨의 일일』로 유명한 작가 박태원이 완역한 삼국지. 1950년 박태원의 월북으로 중단되었던 『삼국지』가 무려 58년만에 돌아온 셈이다. 이번에 나온 박태원의 삼국지 완역본은 1959년 북한의 국립문학예술서적출판사에서 번역, 출판하기 시작하여 1964년 조선문학예술총동맹출판사에서 총 6권 분량으로 완결된 판본을 저본으로 한 것으로 박태원 삼국지의 결정판이라 할 수 있다.",7,국내도서-소설/시/희곡
195,9788974161910,2930195,삼국지 1,"8,550원",470원,나관중 저/박태원 역,깊은샘,"『소설가 구보씨의 일일』로 유명한 작가 박태원이 완역한 삼국지. 1950년 박태원의 월북으로 중단되었던 『삼국지』가 무려 58년만에 돌아온 셈이다. 이번에 나온 박태원의 삼국지 완역본은 1959년 북한의 국립문학예술서적출판사에서 번역, 출판하기 시작하여 1964년 조선문학예술총동맹출판사에서 총 6권 분량으로 완결된 판본을 저본으로 한 것으로 박태원 삼국지의 결정판이라 할 수 있다.",7,국내도서-소설/시/희곡
196,9788976044785,104195506,수호지 2,"12,420원",690원,시내암 저/김팔봉 역,문예춘추사,"공전의 베스트셀러 김팔봉 『수호지』
38년 만의 재출간!
108 영웅호걸들이 펼치는 생생한 이야기

팔봉 김기진 선생이 평역한 수호지는 사실상 가장 완전한 『수호지』라 할 만하다. 수많은 수호지의 판본 중 가장 편수가 많고 잘 다듬어진 것을 저본으로 했기에 그러하며, 한국 근대비평의 개척자인 팔봉 선생의 고담하고 강성한 필력이 고스란히 담긴 작품이기에 그렇다. 『수호지』는 중국 북송시대를 배경으로 실화와 허구를 섞어서 쓴 역사소설이다. 『삼국지연의』, 『서유기』, 『금병매』와 함께 4대 기서(奇書)라고 말하는데, 4대 기서 중 현실 사회의 모순과 문제점을 가장 비판적인 눈길로 보고 있는 것이 바로 이 소설이다. 

『수호지』의 전반부는 108 영웅들의 인물 됨됨이와 함께 이들의 의기와 의리를 생생하게 그리고 있으며, 후반부는 이들 영웅들이 간절히 원하던 사면 복권을 황제로부터 받아서 국가를 위해 충성을 다하지만, 간신들의 온갖 모함 속에서 하나하나 꽃잎처럼 스러져가는 이야기다. 하늘을 찌를 듯하던 그들의 의기와 불꽃처럼 타오르던 그들의 정열적 삶이 꽃잎처럼 스러지는 모습은 우리로 하여금 삶에 대한 비애감에 젖게 만든다. 

이 같은 『수호지』에서 우리는 요즘 소설에서 느낄 수 없는, 이야기의 강력한 흡인력과 등장인물에 대한 매혹과 정의와 의리의 가치를 체험할 수 있다. 사뭇 전쟁 같은 우리의 일상을 고스란히 투영하고 있는 이 작품을 통해 독자들은 각자 자신만의 인생전략을 새로이 정립할 수 있을 것이다. 무엇을 목표로 미래를 꾸릴 것인지, 누구를 동지로 오늘을 견딜 것인지 등등. 더불어 요즘처럼 소설이 재미없는 세상에서 『수호지』는 소설의 본령을 가장 충실히 드러내는 작품으로, 진정한 소설 읽기의 재미 또한 만끽하게 해줄 것이다. 
",2,국내도서-소설/시/희곡
197,9788934989455,97172788,녹정기 2,"11,520원",640원,김용 저/이덕옥 역,김영사,"마침내 김용 유니버스의 대미를 장식하다!
국내 최초 정식 출간 완역본

중국 문학의 영원한 신화 김용이 남긴 최후의 대작 『녹정기』. 새로운 무협을 향한 김용의 끝없는 실험의 종지부를 찍는 ‘위소보’라는 안티히어로를 탄생시키며 김용 유니버스의 대미를 장식했다. 청나라 최전성기를 배경으로 역사적 사건을 허구적 상상력과 절묘하게 융합한, ‘신필神筆’의 최고 경지를 이룩한 역작이다. 한국의 김용 팬들이 손꼽아 기다려온 『녹정기』의 국내 정식 출간 완역본. 청나라 초기, 패권을 쥔 만주족 황실과 명나라를 되찾으려는 한족 백성들의 항쟁이 계속되던 시대. 황실과 백성 양쪽 편을 넘나들며 화려한 언변과 번뜩이는 기지로 천하를 주름잡은 소년 위소보의 모험 활극이 펼쳐진다.",2,국내도서-소설/시/희곡
198,9788990790729,2829185,황제 서태후,"10,800원",600원,양백화 저,꿈과희망,"중국이 낳은 3대 여걸의 한 사람이고, 근세의 세계 3대 여왕이라고 불리우는 서태후를 조명하였다. 어린 시절 그녀는 가슴에는 정열을 담고 있으면서도 머리는 냉철할 정도로 지성을 갖춘 아이였다. 그녀는 열정과 야망을 품고 청나라의 왕후가 된다. 19세기 제국주의의 소용돌이 속에서 서태후의 열망은 정치와 만나  자식을 죽음으로까지 몰아넣는다.",2,국내도서-소설/시/희곡
199,9788973432646,2803090,삼국지 三國志,"8,550원",470원,나관중 저/이상인 편역,평단문화사,"천년 동안 사람들에게 읽히는 고전古典, 삼국지! 동양의 영원한 고전인 삼국지는 지혜의 보물창고이자, 인간사史의 모든 희로애락이 녹아 있는 성경이다. 그런고로 지금까지 위대한 작가들은 대부분 삼국지를 스스로 번역하거나 편역하면서 자신의 문학적 역량을 시험하기도 했다. 이것은 삼국지가 왜 사람들에게 읽히는지를 설명할 수 있는 이유이기도 하다. 삼국지를 통해 인생을 알고, 문학을 알고, 성공을 알기 위해 사람들은 삼국지를 필독서로서 애지중지 아껴온 것이다.",2,국내도서-소설/시/희곡
200,9788972759713,74394225,픽스,"13,050원",720원,워푸 저/유카 역,현대문학,"2017년 타이완 서점가에서 가장 주목받은 추리소설, 워푸의 『픽스』가 현대문학에서 출간되었다. 『픽스』는 지난 30년간 타이완에서 일어난 일곱 개의 유명 범죄 사건을 모티브로 삼아 재구성한 소설로, 각각의 실제 사건에서 범인으로 체포됐던 이들이 사실은 모두 무고하게 누명을 쓴 것임을 차근차근한 추리로 밝혀낸다. 이 책의 제목인 ‘픽스FIX’라는 단어는 ‘고치고, 보완하고, 바로잡다. 그리고 마음 깊이 기억하다’라는 의미를 담고 있다.",1,국내도서-소설/시/희곡
201,9791160809411,116038440,루쉰을 읽다,"12,600원",140원,김지운 저 ,휴머니스트,"근현대 중국 문학의 아버지, 루쉰
그의 삶과 작품 세계를 소개하는 책

근현대 중국 문학의 아버지라 불리는 작가 루쉰은 대중들뿐만 아니라 중화권 최고의 작가들에게도 정신적 지주로 자리하고 있으며, ‘민족혼’이라는 수식어로 평가받고 있다. 그는 제국주의의 침략 속에서도 뿌리 깊이 곪아만 가는 민중의 정신을 일깨우고 새로운 세상으로 나아가기 위해 마지막까지 혁명의 펜을 쥐고 투지를 불태우는 영원의 전사로 살았으며, 그의 작품은 오늘날 이데올로기의 도구를 넘어 인류의 위대한 유산으로 남아 있다.

이 책은 루쉰의 대표작이라 불리는 작품들을 청소년들의 눈높이에 맞춰 소개한다.",2,국내도서-청소년
202,9788934983347,64976082,소오강호 6,"11,520원",640원,김용 저/전정은 역,김영사,"세상은 정의를 외치지만 추악하다. 권력을 움켜쥐려는 자들은 불의도 서슴지 않는다. 신의를 중시하는 강호 세계도 마찬가지다. 명문 정파든 사파든 다들 정상에 오르기 위해 아닌 척하며 뒤에서 칼을 간다. 권력과 이득을 손에 넣기 위해 수단과 방법을 가리지 않는다. 몇 십 년을 수련한 강호 고수조차 인간의 온갖 더러운 모습을 갖고 있다. 어떤 나라든, 어떤 시대든 화려한 빛깔과 소리에 사로잡혀 눈과 귀를 잃은 사람들은 항상 존재한다. 김용이 『소오강호』를 집필할 때, 중국에서는 문화대혁명과 권력 투쟁이 한창이었다. 당권파와 반란파는 서로 더 큰 힘을 차지하기 위해 물불 가리지 않았고, 그 모습은 믿기 싫지만 믿을 수밖에 없는 인간의 본성을 고스란히 드러냈다. 『소오강호』는 영호충이라는 인물을 내세워 이들의 오만과 어리석음을 풍자하는 이야기다.",1,국내도서-소설/시/희곡
